event_annotation	variant	template	genomic_start	genomic_end	transcriptomic_start	transcriptomic_end
mes	ENSG00000106665_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000106665_template	74357280,74360175,74364255,74372932	74357477,74360278,74364315,74373036	1085,1283,1387,1448	1282,1386,1447,1552
es	ENSG00000106665_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000106665_template	74397074	74397233	3522	3681
ir	ENSG00000106665_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000106665_template	74339005	74353879	886	15760
a3	ENSG00000106665_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000106665_template	74356410	74356615	871	1076
a5	ENSG00000106665_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000106665_template	74386387	74386604	2538	2755
afe	ENSG00000091181_afe	ENSG00000091181_template	3109911	3110374	1	464
afe	ENSG00000091181_template	ENSG00000091181_afe	3126560	3126613	1	54
es	ENSG00000181995_es	ENSG00000181995_template	60621021	60621118	125	222
mes	ENSG00000181995_mes	ENSG00000181995_template	60647281,60649168,60653689,60657103,60658727,60660722,60675139,60679903	60647592,60649310,60653783,60657400,60658870,60660775,60675248,60680023	343,655,798,893,1191,1335,1389,1499	654,797,892,1190,1334,1388,1498,1619
es	ENSG00000148498_es	ENSG00000148498_template	34346198	34346449	2605	2856
ir	ENSG00000148498_ir	ENSG00000148498_template	34348116	34359146	2445	13475
es	ENSG00000236021_es	ENSG00000236021_template	176441978	176442014	1664	1700
es	ENSG00000149575_es	ENSG00000149575_template	118162806	118167086	1073	5353
mes	ENSG00000149575_mes	ENSG00000149575_template	118171458,118170319	118171769,118170422	279,591	590,694
ir	ENSG00000149575_ir	ENSG00000149575_template	118168296	118168584	862	1150
es	ENSG00000106714_es	ENSG00000106714_template	39099815	39100164	5444	5793
mes	ENSG00000106714_mes	ENSG00000106714_template	39144240,39140519,39139750,39132932,39117927,39109160,39106485,39103679	39144346,39140638,39140067,39133135,39118259,39109287,39106607,39103914	3656,3763,3883,4201,4405,4738,4866,4989	3762,3882,4200,4404,4737,4865,4988,5224
afe	ENSG00000179583_afe	ENSG00000179583_template	10866222	10866572	1	351
afe	ENSG00000179583_template	ENSG00000179583_afe	10877198	10877382	1	185
mee	ENSG00000179583_mee	ENSG00000179583_template	10898922	10899002	503	583
mee	ENSG00000179583_template	ENSG00000179583_mee	10898670	10898732	503	565
ir	ENSG00000118046_ir	ENSG00000118046_template	1207204	1216267	1772	10835
afe	ENSG00000118046_afe	ENSG00000118046_template	1177558	1177811	1	254
afe	ENSG00000118046_template	ENSG00000118046_afe	1179240	1179333	1	94
a5	ENSG00000265041_a5	ENSG00000265041_template	27670092	27670108	307	323
mee	ENSG00000265041_mee	ENSG00000265041_template	27668166	27668265	525	624
mee	ENSG00000265041_template	ENSG00000265041_mee	27667642	27667792	525	675
es	ENSG00000155816_es	ENSG00000155816_template	240392511	240392562	5430	5481
afe	ENSG00000155816_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155816_template	240014348	240014435	1	88
afe	ENSG00000155816_template	ENSG00000155816_ale,afe,mee,ir,mes,a3,es,a5	240068028	240068073	1	46
ale	ENSG00000155816_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155816_template	240471654	240472453	26235	27034
ale	ENSG00000155816_template	ENSG00000155816_ale,afe,mee,ir,mes,a3,es,a5	240474128	240475187	7594	8653
mee	ENSG00000155816_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155816_template	240211091	240211235	4245	4389
mee	ENSG00000155816_template	ENSG00000155816_ale,afe,mee,ir,mes,a3,es,a5	240235771	240235895	4206	4330
mes	ENSG00000155816_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155816_template	240294822,240329076,240329339,240330603,240333887,240334109	240294883,240329167,240329468,240330749,240333946,240334229	4725,4787,4879,5009,5156,5216	4786,4878,5008,5155,5215,5336
es	ENSG00000155816_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155816_template	240392511	240392562	5430	5481
ir	ENSG00000155816_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155816_template	240438211	240457481	5002	24272
a3	ENSG00000155816_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155816_template	240257945	240257969	4637	4661
a5	ENSG00000155816_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155816_template	240180178	240180180	2204	2206
ale	ENSG00000117523_ale	ENSG00000117523_template	171591152	171591313	9643	9804
ale	ENSG00000117523_template	ENSG00000117523_ale	171591587	171593511	9643	11567
afe	ENSG00000117523_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000117523_template	171485551	171485735	1	185
afe	ENSG00000117523_template	ENSG00000117523_ale,afe,mee,ir,mes,a3,es,a5	171509560	171513172	1	3613
ale	ENSG00000117523_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000117523_template	171591152	171591313	9859	10020
ale	ENSG00000117523_template	ENSG00000117523_ale,afe,mee,ir,mes,a3,es,a5	171591587	171593511	9643	11567
mee	ENSG00000117523_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000117523_template	171539971	171542229	1773	4031
mee	ENSG00000117523_template	ENSG00000117523_ale,afe,mee,ir,mes,a3,es,a5	171537263	171537473	5744	5954
mes	ENSG00000117523_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000117523_template	171522515,171523221,171524821,171527791	171522556,171523522,171524965,171527844	4162,4204,4506,4651	4203,4505,4650,4704
es	ENSG00000117523_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000117523_template	171568247	171568339	7750	7842
ir	ENSG00000117523_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000117523_template	171575129	171577433	6095	8399
a3	ENSG00000117523_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000117523_template	171579354	171579390	8351	8387
a5	ENSG00000117523_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000117523_template	171566386	171566421	7309	7344
es	ENSG00000160229_es	ENSG00000160229_template	20799001	20799393	994	1386
afe	ENSG00000160229_afe	ENSG00000160229_template	20792512	20792638	1	127
afe	ENSG00000160229_template	ENSG00000160229_afe	20776304	20776481	1	178
a3	ENSG00000166763_a3	ENSG00000166763_template	43709810	43709909	3373	3472
a5	ENSG00000203645_a5	ENSG00000203645_template	177294475	177294497	1	23
a5	ENSG00000285616_a5	ENSG00000285616_template	40477863	40477900	2421	2458
es	ENSG00000155719_es	ENSG00000155719_template	21679184	21679211	418	445
a3	ENSG00000155719_a3	ENSG00000155719_template	21714985	21714997	2111	2123
a5	ENSG00000155719_a5	ENSG00000155719_template	21760669	21760729	7215	7275
es	ENSG00000235974_es	ENSG00000235974_template	58020042	58020194	67	219
es	ENSG00000143512_es	ENSG00000143512_template	222540010	222540341	1179	1510
a5	ENSG00000143512_a5	ENSG00000143512_template	222524078	222524176	2400	2498
afe	ENSG00000111596_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000111596_template	70243714	70244322	1	609
afe	ENSG00000111596_template	ENSG00000111596_ale,afe,mee,ir,mes,a3,es,a5	70242994	70243480	1	487
ale	ENSG00000111596_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000111596_template	70353829	70355257	9467	10895
ale	ENSG00000111596_template	ENSG00000111596_ale,afe,mee,ir,mes,a3,es,a5	70347594	70348045	11564	12015
mee	ENSG00000111596_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000111596_template	70307698	70307901	1499	1702
mee	ENSG00000111596_template	ENSG00000111596_ale,afe,mee,ir,mes,a3,es,a5	70301705	70301865	1416	1576
mes	ENSG00000111596_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000111596_template	70327507,70329423,70330287	70327715,70329633,70331698	2041,2250,2461	2249,2460,3872
es	ENSG00000111596_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000111596_template	70341990	70342373	8613	8996
ir	ENSG00000111596_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000111596_template	70338569	70338665	6646	6742
a3	ENSG00000111596_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000111596_template	70297759	70297797	1295	1333
a5	ENSG00000111596_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000111596_template	70332743	70332846	3873	3976
es	ENSG00000204188_es	ENSG00000204188_template	33550007	33550063	143	199
mee	ENSG00000269437_mee	ENSG00000269437_template	102365224	102365331	1589	1696
mee	ENSG00000269437_template	ENSG00000269437_mee	102365045	102365103	1589	1647
afe	ENSG00000230724_afe	ENSG00000230724_template	138956	139152	1	197
afe	ENSG00000230724_template	ENSG00000230724_afe	139489	139612	1	124
es	ENSG00000088367_es	ENSG00000088367_template	36208301	36208408	5132	5239
a5	ENSG00000088367_a5	ENSG00000088367_template	36178648	36178672	1874	1898
es	ENSG00000262879_es	ENSG00000262879_template	47072472	47072559	846	933
afe	ENSG00000262879_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000262879_template	47100255	47100323	1	69
afe	ENSG00000262879_template	ENSG00000262879_ale,afe,mee,ir,mes,a3,es,a5	47099835	47100248	1	414
ale	ENSG00000262879_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000262879_template	46998062	46998544	2920	3402
ale	ENSG00000262879_template	ENSG00000262879_ale,afe,mee,ir,mes,a3,es,a5	46983287	46984069	15149	15931
mee	ENSG00000262879_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000262879_template	47067414	47067537	706	829
mee	ENSG00000262879_template	ENSG00000262879_ale,afe,mee,ir,mes,a3,es,a5	47048163	47056753	1139	9729
mes	ENSG00000262879_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000262879_template	47021190,47016085,47010070,47008993	47021721,47018465,47010736,47010041	10182,10714,13095,13762	10713,13094,13761,14810
es	ENSG00000262879_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000262879_template	47072472	47072559	846	933
ir	ENSG00000262879_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000262879_template	47033647	47035043	913	2309
a3	ENSG00000262879_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000262879_template	47005766	47005784	14856	14874
a5	ENSG00000262879_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000262879_template	47005610	47005687	14856	14933
es	ENSG00000284052_es	ENSG00000284052_template	190640951	190641462	309	820
mes	ENSG00000284052_mes	ENSG00000284052_template	190627878,190624528	190628715,190626823	896,1734	1733,4029
afe	ENSG00000284052_afe	ENSG00000284052_template	190649369	190649442	1	74
afe	ENSG00000284052_template	ENSG00000284052_afe	190649788	190649840	1	53
es	ENSG00000172156_es	ENSG00000172156_template	34287096	34287207	144	255
mes	ENSG00000182752_mes	ENSG00000182752_template	116271325,116302757,116331244,116332333	116271416,116302950,116331357,116332468	1682,1774,1968,2082	1773,1967,2081,2217
ir	ENSG00000182752_ir	ENSG00000182752_template	116335075	116344542	2535	12002
afe	ENSG00000182752_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000182752_template	116187154	116188216	1	1063
afe	ENSG00000182752_template	ENSG00000182752_ale,afe,mee,ir,mes,a3,es,a5	116153791	116154587	1	797
ale	ENSG00000182752_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000182752_template	116396509	116402321	13445	19257
ale	ENSG00000182752_template	ENSG00000182752_ale,afe,mee,ir,mes,a3,es,a5	116382395	116382493	4112	4210
mee	ENSG00000182752_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000182752_template	116235139	116235637	1652	2150
mee	ENSG00000182752_template	ENSG00000182752_ale,afe,mee,ir,mes,a3,es,a5	116227431	116227552	1431	1552
mes	ENSG00000182752_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000182752_template	116271325,116302757,116331244,116332333	116271416,116302950,116331357,116332468	1682,1774,1968,2082	1773,1967,2081,2217
es	ENSG00000182752_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000182752_template	116347026	116347209	2704	2887
ir	ENSG00000182752_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000182752_template	116335075	116344542	2584	12051
a3	ENSG00000182752_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000182752_template	116219937	116219981	1238	1282
a5	ENSG00000182752_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000182752_template	116332834	116332846	2218	2230
afe	ENSG00000219481_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000219481_template	16608508	16608779	1	272
afe	ENSG00000219481_template	ENSG00000219481_ale,afe,mee,ir,mes,a3,es,a5	16613338	16613562	1	225
ale	ENSG00000219481_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000219481_template	16564807	16564918	4853	4964
ale	ENSG00000219481_template	ENSG00000219481_ale,afe,mee,ir,mes,a3,es,a5	16562319	16564186	9797	11664
mee	ENSG00000219481_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000219481_template	16569073	16569236	4343	4506
mee	ENSG00000219481_template	ENSG00000219481_ale,afe,mee,ir,mes,a3,es,a5	16567979	16568030	9347	9398
mes	ENSG00000219481_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000219481_template	16599589,16594931,16594592,16593441,16592159,16591847,16589899,16588849,16587725,16587050,16585489,16583594,16582544,16581420	16603049,16595013,16594661,16593753,16592313,16592056,16590001,16589063,16587797,16587261,16585698,16583696,16582758,16581492	2780,6241,6324,6394,6707,6862,7072,7175,7390,7463,7675,7885,7988,8203	6240,6323,6393,6706,6861,7071,7174,7389,7462,7674,7884,7987,8202,8275
es	ENSG00000219481_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000219481_template	16566408	16566459	9572	9623
ir	ENSG00000219481_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000219481_template	16574693	16575156	3621	4084
a3	ENSG00000219481_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000219481_template	16604360	16604364	2656	2660
a5	ENSG00000219481_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000219481_template	16576267	16576280	8801	8814
es	ENSG00000172071_es	ENSG00000172071_template	88570874	88571041	3824	3991
es	ENSG00000267228_es	ENSG00000267228_template	47115132	47115348	908	1124
es	ENSG00000242073_es	ENSG00000242073_template	75475062	75475188	305	431
afe	ENSG00000277095_afe	ENSG00000277095_template	143354191	143354619	1	429
afe	ENSG00000277095_template	ENSG00000277095_afe	143367587	143367719	1	133
afe	ENSG00000259072_afe	ENSG00000259072_template	38277950	38278046	1	97
afe	ENSG00000259072_template	ENSG00000259072_afe	38256202	38256445	1	244
es	ENSG00000149633_es	ENSG00000149633_template	38223538	38223636	2694	2792
mes	ENSG00000149633_mes	ENSG00000149633_template	38240582,38239528,38236806,38231202	38241929,38239725,38236941,38231325	474,1822,2020,2156	1821,2019,2155,2279
ale	ENSG00000149633_ale	ENSG00000149633_template	38216860	38217005	4682	4827
ale	ENSG00000149633_template	ENSG00000149633_ale	38210503	38213743	4682	7922
es	ENSG00000188931_es	ENSG00000188931_template	161365526	161365702	145	321
afe	ENSG00000188931_afe	ENSG00000188931_template	161367842	161367876	1	35
afe	ENSG00000188931_template	ENSG00000188931_afe	161366439	161366501	1	63
a5	ENSG00000113924_a5	ENSG00000113924_template	120633333	120633545	1885	2097
mes	ENSG00000142453_mes	ENSG00000142453_template	10904951,10908039,10908550,10909103,10912184,10913877,10916407,10916696,10918986,10919833	10905076,10908145,10908747,10909207,10912294,10914054,10916497,10916777,10919680,10919966	411,537,644,842,947,1058,1236,1327,1409,2104	536,643,841,946,1057,1235,1326,1408,2103,2237
ale	ENSG00000142453_ale	ENSG00000142453_template	10920834	10921127	2466	2759
ale	ENSG00000142453_template	ENSG00000142453_ale	10921375	10923070	2466	4161
afe	ENSG00000226476_afe	ENSG00000226476_template	60640011	60640258	1	248
afe	ENSG00000226476_template	ENSG00000226476_afe	60640272	60640507	1	236
afe	ENSG00000226476_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000226476_template	60640011	60640258	1	248
afe	ENSG00000226476_template	ENSG00000226476_ale,afe,mee,ir,mes,a3,es,a5	60640272	60640507	1	236
ale	ENSG00000226476_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000226476_template	60519963	60524106	15605	19748
ale	ENSG00000226476_template	ENSG00000226476_ale,afe,mee,ir,mes,a3,es,a5	60515716	60517038	8443	9765
mee	ENSG00000226476_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000226476_template	60539095	60540433	13935	15273
mee	ENSG00000226476_template	ENSG00000226476_ale,afe,mee,ir,mes,a3,es,a5	60537681	60537788	8004	8111
mes	ENSG00000226476_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000226476_template	60579487,60573338,60567499,60555261	60580457,60573413,60569107,60555836	2999,3970,4046,5655	3969,4045,5654,6230
es	ENSG00000226476_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000226476_template	60595505	60596373	2004	2872
ir	ENSG00000226476_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000226476_template	60543522	60554472	2082	13032
a3	ENSG00000226476_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000226476_template	60541637	60542411	6372	7146
a5	ENSG00000226476_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000226476_template	60622497	60622652	237	392
es	ENSG00000139211_es	ENSG00000139211_template	47079142	47079248	491	597
ale	ENSG00000224902_ale	ENSG00000224902_template	49584596	49584721	288	413
ale	ENSG00000224902_template	ENSG00000224902_ale	49587188	49587301	288	401
es	ENSG00000135747_es	ENSG00000135747_template	246967662	246969678	900	2916
afe	ENSG00000224429_afe	ENSG00000224429_template	21347312	21347618	1	307
afe	ENSG00000224429_template	ENSG00000224429_afe	21348683	21348721	1	39
es	ENSG00000148143_es	ENSG00000148143_template	106932263	106932549	6426	6712
es	ENSG00000250295_es	ENSG00000250295_template	73345221	73345296	171	246
ir	ENSG00000250295_ir	ENSG00000250295_template	73322088	73341163	382	19457
es	ENSG00000059691_es	ENSG00000059691_template	151705185	151705269	6064	6148
afe	ENSG00000059691_afe	ENSG00000059691_template	151758772	151758922	1	151
afe	ENSG00000059691_template	ENSG00000059691_afe	151760807	151761007	1	201
es	ENSG00000087586_es	ENSG00000087586_template	56381433	56381571	1370	1508
mes	ENSG00000087586_mes	ENSG00000087586_template	56390556,56388687,56388312,56388156,56386257,56384270	56390665,56388784,56388506,56388202,56386533,56384324	396,506,604,799,846,1123	505,603,798,845,1122,1177
es	ENSG00000155052_es	ENSG00000155052_template	124417443	124417590	462	609
afe	ENSG00000155052_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155052_template	124025287	124025732	1	446
afe	ENSG00000155052_template	ENSG00000155052_ale,afe,mee,ir,mes,a3,es,a5	124135068	124135181	1	114
ale	ENSG00000155052_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155052_template	124914092	124915287	7315	8510
ale	ENSG00000155052_template	ENSG00000155052_ale,afe,mee,ir,mes,a3,es,a5	124911467	124911538	3493	3564
mee	ENSG00000155052_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155052_template	124789902	124790141	2399	2638
mee	ENSG00000155052_template	ENSG00000155052_ale,afe,mee,ir,mes,a3,es,a5	124798096	124798320	2830	3054
mes	ENSG00000155052_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155052_template	124647758,124747229,124763672	124647958,124747385,124763799	1954,2155,2312	2154,2311,2439
es	ENSG00000155052_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155052_template	124417443	124417590	462	609
ir	ENSG00000155052_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155052_template	124865437	124869674	2770	7007
a3	ENSG00000155052_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155052_template	124446753	124446780	814	841
a5	ENSG00000155052_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000155052_template	124221709	124221809	115	215
a5	ENSG00000126883_a5	ENSG00000126883_template	131129456	131129477	705	726
ale	ENSG00000126883_ale	ENSG00000126883_template	131232162	131233008	10797	11643
ale	ENSG00000126883_template	ENSG00000126883_ale	131233454	131234663	10797	12006
afe	ENSG00000126883_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000126883_template	131125586	131125749	1	164
afe	ENSG00000126883_template	ENSG00000126883_ale,afe,mee,ir,mes,a3,es,a5	131125973	131126194	1	222
ale	ENSG00000126883_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000126883_template	131232162	131233008	10912	11758
ale	ENSG00000126883_template	ENSG00000126883_ale,afe,mee,ir,mes,a3,es,a5	131233454	131234663	10797	12006
mee	ENSG00000126883_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000126883_template	131127524	131127719	214	409
mee	ENSG00000126883_template	ENSG00000126883_ale,afe,mee,ir,mes,a3,es,a5	131128332	131128483	272	423
mes	ENSG00000126883_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000126883_template	131134898,131135940,131139281,131140549,131144280,131146129,131147487,131149951,131150324,131150616,131151736,131159383,131162991,131163870,131164061,131174055,131175460,131175720,131178311,131187114,131189053,131190121,131192124,131195233,131197216,131201647	131135266,131136006,131139407,131140710,131144754,131146304,131147584,131150100,131150410,131150765,131151894,131159486,131163173,131163955,131164549,131174318,131175621,131175795,131178410,131187364,131189131,131190480,131192292,131195658,131199015,131201717	1143,1512,1579,1706,1868,2343,2519,2617,2767,2854,3004,3163,3267,3450,3536,4025,4289,4451,4527,4627,4878,4957,5317,5486,5912,7712	1511,1578,1705,1867,2342,2518,2616,2766,2853,3003,3162,3266,3449,3535,4024,4288,4450,4526,4626,4877,4956,5316,5485,5911,7711,7782
es	ENSG00000126883_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000126883_template	131228160	131228331	8373	8544
ir	ENSG00000126883_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000126883_template	131215369	131222497	1098	8226
a3	ENSG00000126883_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000126883_template	131129279	131129444	705	870
a5	ENSG00000126883_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000126883_template	131129456	131129477	705	726
es	ENSG00000163161_es	ENSG00000163161_template	127279173	127279375	3970	4172
a3	ENSG00000163161_a3	ENSG00000163161_template	127289816	127290893	1514	2591
es	ENSG00000163629_es	ENSG00000163629_template	86796874	86796929	7764	7819
ir	ENSG00000163629_ir	ENSG00000163629_template	86751125	86753008	4425	6308
mes	ENSG00000286565_mes	ENSG00000286565_template	152930695,152933165	152930751,152933233	116,173	172,241
es	ENSG00000075568_es	ENSG00000075568_template	97812639	97812749	2356	2466
es	ENSG00000150625_es	ENSG00000150625_template	175970873	175970967	469	563
a3	ENSG00000150625_a3	ENSG00000150625_template	175633224	175635057	4917	6750
es	ENSG00000105669_es	ENSG00000105669_template	18904771	18904852	2222	2303
es	ENSG00000162692_es	ENSG00000162692_template	100724624	100724890	598	864
afe	ENSG00000162692_afe	ENSG00000162692_template	100719742	100719924	1	183
afe	ENSG00000162692_template	ENSG00000162692_afe	100720476	100720751	1	276
es	ENSG00000129484_es	ENSG00000129484_template	20355897	20356031	2663	2797
es	ENSG00000162592_es	ENSG00000162592_template	3752445	3752799	504	858
mee	ENSG00000162592_mee	ENSG00000162592_template	3761281	3761430	2716	2865
mee	ENSG00000162592_template	ENSG00000162592_mee	3762620	3762712	2716	2808
afe	ENSG00000161013_afe	ENSG00000161013_template	179806487	179806952	1	466
afe	ENSG00000161013_template	ENSG00000161013_afe	179806184	179806334	1	151
ale	ENSG00000108854_ale	ENSG00000108854_template	64546263	64546338	3472	3547
ale	ENSG00000108854_template	ENSG00000108854_ale	64542282	64545947	3472	7137
es	ENSG00000128815_es	ENSG00000128815_template	48733931	48734035	1475	1579
afe	ENSG00000128815_afe	ENSG00000128815_template	48709716	48709966	1	251
afe	ENSG00000128815_template	ENSG00000128815_afe	48684876	48685001	1	126
afe	ENSG00000128815_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000128815_template	48709716	48709966	1	251
afe	ENSG00000128815_template	ENSG00000128815_ale,afe,mee,ir,mes,a3,es,a5	48684876	48685001	1	126
ale	ENSG00000128815_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000128815_template	48982509	48982956	10302	10749
ale	ENSG00000128815_template	ENSG00000128815_ale,afe,mee,ir,mes,a3,es,a5	48981367	48981478	12688	12799
mee	ENSG00000128815_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000128815_template	48974862	48975041	9854	10033
mee	ENSG00000128815_template	ENSG00000128815_ale,afe,mee,ir,mes,a3,es,a5	48970131	48970289	12261	12419
mes	ENSG00000128815_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000128815_template	48817245,48820234,48821062,48822380,48823182,48826671,48828778,48830700,48832573,48867265,48873491,48875089,48877033,48890579,48897454,48900221,48901801,48941806,48943330	48817409,48820437,48821176,48822537,48824169,48826909,48828896,48830885,48832709,48867342,48873697,48875140,48877199,48890727,48897574,48900306,48901863,48941848,48943449	5454,5619,5823,5938,6096,7084,7323,7442,7628,7765,7843,8050,8102,8269,8418,8539,8625,8688,8731	5618,5822,5937,6095,7083,7322,7441,7627,7764,7842,8049,8101,8268,8417,8538,8624,8687,8730,8850
es	ENSG00000128815_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000128815_template	48733931	48734035	1475	1579
ir	ENSG00000128815_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000128815_template	48720126	48721260	367	1501
a3	ENSG00000128815_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000128815_template	48959722	48959770	9233	9281
a5	ENSG00000128815_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000128815_template	48727544	48727659	674	789
es	ENSG00000229373_es	ENSG00000229373_template	113916865	113916944	1076	1155
mes	ENSG00000229373_mes	ENSG00000229373_template	113898526,113898765	113898687,113898872	274,436	435,543
ale	ENSG00000229373_ale	ENSG00000229373_template	113921050	113921317	1649	1916
ale	ENSG00000229373_template	ENSG00000229373_ale	113921776	113923512	1649	3385
es	ENSG00000144867_es	ENSG00000144867_template	133810262	133811199	618	1555
afe	ENSG00000144867_afe	ENSG00000144867_template	133784023	133784144	1	122
afe	ENSG00000144867_template	ENSG00000144867_afe	133805615	133806002	1	388
ale	ENSG00000144867_ale	ENSG00000144867_template	133825392	133825772	1748	2128
ale	ENSG00000144867_template	ENSG00000144867_ale	133819553	133821492	1748	3687
es	ENSG00000006116_es	ENSG00000006116_template	24354833	24354973	1498	1638
afe	ENSG00000144161_afe	ENSG00000144161_template	112255114	112255136	1	23
afe	ENSG00000144161_template	ENSG00000144161_afe	112254900	112255087	1	188
ale	ENSG00000144161_ale	ENSG00000144161_template	112230703	112230950	1362	1609
ale	ENSG00000144161_template	ENSG00000144161_ale	112211529	112216468	1362	6301
a5	ENSG00000237048_a5	ENSG00000237048_template	7804008	7804062	1	55
mee	ENSG00000237048_mee	ENSG00000237048_template	7805544	7805625	226	307
mee	ENSG00000237048_template	ENSG00000237048_mee	7807813	7807855	226	268
ir	ENSG00000177565_ir	ENSG00000177565_template	177027831	177032317	3771	8257
a5	ENSG00000177565_a5	ENSG00000177565_template	177079454	177079671	1232	1449
afe	ENSG00000177565_afe	ENSG00000177565_template	177227868	177228000	1	133
afe	ENSG00000177565_template	ENSG00000177565_afe	177201739	177201817	1	79
es	ENSG00000124486_es	ENSG00000124486_template	41195905	41196005	5678	5778
ir	ENSG00000114316_ir	ENSG00000114316_template	49293645	49294406	4482	5243
afe	ENSG00000114316_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000114316_template	49339924	49340053	1	130
afe	ENSG00000114316_template	ENSG00000114316_ale,afe,mee,ir,mes,a3,es,a5	49340484	49340712	1	229
ale	ENSG00000114316_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000114316_template	49278814	49279231	4517	4934
ale	ENSG00000114316_template	ENSG00000114316_ale,afe,mee,ir,mes,a3,es,a5	49277144	49278451	5342	6649
mee	ENSG00000114316_ale,afe,mee,ir,mes,a3,es,a5	ENSG00000114316_template	49327686	49327816	259	389
